judge,signal,condition,threshold,n,n_accepted,n_escalated,accepted_share,slip_through,error_among_accepted,kappa_among_accepted
Qwen2.5-7B,conf_verb_bidir,clean,0.59,1836,1329,507,0.7238562091503268,0.4356955380577428,0.12490594431903687,0.7503541893928763
Qwen2.5-7B,conf_verb_bidir,clean,0.6,1836,1329,507,0.7238562091503268,0.4356955380577428,0.12490594431903687,0.7503541893928763
Qwen2.5-7B,conf_verb_bidir,clean,0.61,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.62,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.63,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.64,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.65,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.66,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.67,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.68,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.69,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.7,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.71,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.72,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.73,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.74,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.75,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.76,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.77,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.78,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.79,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.8,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_verb_bidir,clean,0.81,1836,1324,512,0.7211328976034859,0.4330708661417323,0.12462235649546828,0.7509257907986427
Qwen2.5-7B,conf_verb_bidir,clean,0.82,1836,1324,512,0.7211328976034859,0.4330708661417323,0.12462235649546828,0.7509257907986427
Qwen2.5-7B,conf_verb_bidir,clean,0.83,1836,1324,512,0.7211328976034859,0.4330708661417323,0.12462235649546828,0.7509257907986427
Qwen2.5-7B,conf_verb_bidir,clean,0.84,1836,1324,512,0.7211328976034859,0.4330708661417323,0.12462235649546828,0.7509257907986427
Qwen2.5-7B,conf_verb_bidir,clean,0.85,1836,1324,512,0.7211328976034859,0.4330708661417323,0.12462235649546828,0.7509257907986427
Qwen2.5-7B,conf_verb_bidir,clean,0.86,1836,1320,516,0.7189542483660131,0.42782152230971127,0.12348484848484849,0.7532002752924983
Qwen2.5-7B,conf_verb_bidir,clean,0.87,1836,1320,516,0.7189542483660131,0.42782152230971127,0.12348484848484849,0.7532002752924983
Qwen2.5-7B,conf_verb_bidir,clean,0.88,1836,1310,526,0.7135076252723311,0.4199475065616798,0.12213740458015267,0.755924877030854
Qwen2.5-7B,conf_verb_bidir,clean,0.89,1836,1310,526,0.7135076252723311,0.4199475065616798,0.12213740458015267,0.755924877030854
Qwen2.5-7B,conf_verb_bidir,clean,0.9,1836,1310,526,0.7135076252723311,0.4199475065616798,0.12213740458015267,0.755924877030854
Qwen2.5-7B,conf_verb_bidir,clean,0.91,1836,1226,610,0.6677559912854031,0.35958005249343833,0.11174551386623165,0.7766670655657053
Qwen2.5-7B,conf_verb_bidir,clean,0.92,1836,1226,610,0.6677559912854031,0.35958005249343833,0.11174551386623165,0.7766670655657053
Qwen2.5-7B,conf_verb_bidir,clean,0.93,1836,1065,771,0.5800653594771242,0.2572178477690289,0.09201877934272301,0.8159726630273794
Qwen2.5-7B,conf_verb_bidir,clean,0.94,1836,1065,771,0.5800653594771242,0.2572178477690289,0.09201877934272301,0.8159726630273794
Qwen2.5-7B,conf_verb_bidir,clean,0.95,1836,1065,771,0.5800653594771242,0.2572178477690289,0.09201877934272301,0.8159726630273794
Qwen2.5-7B,conf_verb_bidir,clean,0.96,1836,438,1398,0.238562091503268,0.09711286089238845,0.08447488584474885,0.8310431827185721
Qwen2.5-7B,conf_verb_bidir,clean,0.97,1836,438,1398,0.238562091503268,0.09711286089238845,0.08447488584474885,0.8310431827185721
Qwen2.5-7B,conf_verb_bidir,clean,0.98,1836,194,1642,0.1056644880174292,0.03412073490813648,0.06701030927835051,0.866064790228359
Qwen2.5-7B,conf_verb_bidir,clean,0.99,1836,194,1642,0.1056644880174292,0.03412073490813648,0.06701030927835051,0.866064790228359
Qwen2.5-7B,conf_verb_bidir,verbose,0.5,1836,1810,26,0.985838779956427,0.9628647214854111,0.2005524861878453,0.598905801498571
Qwen2.5-7B,conf_verb_bidir,verbose,0.51,1836,1596,240,0.869281045751634,0.7374005305039788,0.17418546365914786,0.6517018166631865
Qwen2.5-7B,conf_verb_bidir,verbose,0.52,1836,1596,240,0.869281045751634,0.7374005305039788,0.17418546365914786,0.6517018166631865
Qwen2.5-7B,conf_verb_bidir,verbose,0.53,1836,1491,345,0.8120915032679739,0.6445623342175066,0.16297786720321933,0.6741194660536053
Qwen2.5-7B,conf_verb_bidir,verbose,0.54,1836,1491,345,0.8120915032679739,0.6445623342175066,0.16297786720321933,0.6741194660536053
Qwen2.5-7B,conf_verb_bidir,verbose,0.55,1836,1491,345,0.8120915032679739,0.6445623342175066,0.16297786720321933,0.6741194660536053
Qwen2.5-7B,conf_verb_bidir,verbose,0.56,1836,1485,351,0.8088235294117647,0.6392572944297082,0.1622895622895623,0.675493422096569
Qwen2.5-7B,conf_verb_bidir,verbose,0.57,1836,1485,351,0.8088235294117647,0.6392572944297082,0.1622895622895623,0.675493422096569
Qwen2.5-7B,conf_verb_bidir,verbose,0.58,1836,1480,356,0.8061002178649237,0.6286472148541115,0.16013513513513514,0.6798034053523112
Qwen2.5-7B,conf_verb_bidir,verbose,0.59,1836,1480,356,0.8061002178649237,0.6286472148541115,0.16013513513513514,0.6798034053523112
Qwen2.5-7B,conf_verb_bidir,verbose,0.6,1836,1480,356,0.8061002178649237,0.6286472148541115,0.16013513513513514,0.6798034053523112
Qwen2.5-7B,conf_verb_bidir,verbose,0.61,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.62,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.63,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.64,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.65,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.66,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.67,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.68,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.69,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.7,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.71,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.72,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.73,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.74,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.75,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.76,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.77,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.78,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.79,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.8,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.81,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.82,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.83,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.84,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.85,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_verb_bidir,verbose,0.86,1836,1475,361,0.8033769063180828,0.6206896551724138,0.15864406779661017,0.6827665441176468
Qwen2.5-7B,conf_verb_bidir,verbose,0.87,1836,1475,361,0.8033769063180828,0.6206896551724138,0.15864406779661017,0.6827665441176468
Qwen2.5-7B,conf_verb_bidir,verbose,0.88,1836,1465,371,0.7979302832244008,0.6180371352785146,0.1590443686006826,0.6819641644251186
Qwen2.5-7B,conf_verb_bidir,verbose,0.89,1836,1465,371,0.7979302832244008,0.6180371352785146,0.1590443686006826,0.6819641644251186
Qwen2.5-7B,conf_verb_bidir,verbose,0.9,1836,1463,373,0.7968409586056645,0.6180371352785146,0.15926179084073822,0.6815295371757057
Qwen2.5-7B,conf_verb_bidir,verbose,0.91,1836,1409,427,0.7674291938997821,0.5649867374005305,0.15117104329311568,0.6976702485491311
Qwen2.5-7B,conf_verb_bidir,verbose,0.92,1836,1409,427,0.7674291938997821,0.5649867374005305,0.15117104329311568,0.6976702485491311
Qwen2.5-7B,conf_verb_bidir,verbose,0.93,1836,1175,661,0.6399782135076253,0.4005305039787798,0.12851063829787235,0.7430094366268585
Qwen2.5-7B,conf_verb_bidir,verbose,0.94,1836,1175,661,0.6399782135076253,0.4005305039787798,0.12851063829787235,0.7430094366268585
Qwen2.5-7B,conf_verb_bidir,verbose,0.95,1836,1175,661,0.6399782135076253,0.4005305039787798,0.12851063829787235,0.7430094366268585
Qwen2.5-7B,conf_verb_bidir,verbose,0.96,1836,323,1513,0.17592592592592593,0.04509283819628647,0.05263157894736842,0.8946449471401983
Qwen2.5-7B,conf_verb_bidir,verbose,0.97,1836,323,1513,0.17592592592592593,0.04509283819628647,0.05263157894736842,0.8946449471401983
Qwen2.5-7B,conf_verb_bidir,verbose,0.98,1836,118,1718,0.06427015250544663,0.015915119363395226,0.05084745762711865,0.8982173663024727
Qwen2.5-7B,conf_verb_bidir,verbose,0.99,1836,118,1718,0.06427015250544663,0.015915119363395226,0.05084745762711865,0.8982173663024727
Qwen2.5-7B,conf_lp_bidir,clean,0.5,1836,1836,0,1.0,1.0,0.20751633986928106,0.5849742149992049
Qwen2.5-7B,conf_lp_bidir,clean,0.51,1836,1334,502,0.7265795206971678,0.43832020997375326,0.12518740629685157,0.7498276245426717
Qwen2.5-7B,conf_lp_bidir,clean,0.52,1836,1329,507,0.7238562091503268,0.4356955380577428,0.12490594431903687,0.7503807413877769
Qwen2.5-7B,conf_lp_bidir,clean,0.53,1836,1329,507,0.7238562091503268,0.4356955380577428,0.12490594431903687,0.7503807413877769
Qwen2.5-7B,conf_lp_bidir,clean,0.54,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.55,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.56,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.57,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.58,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.59,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.6,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.61,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.62,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.63,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.64,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.65,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.66,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.67,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.68,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.69,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.7,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.71,1836,1327,509,0.7227668845315904,0.4330708661417323,0.12434061793519216,0.7514978453045573
Qwen2.5-7B,conf_lp_bidir,clean,0.72,1836,1326,510,0.7222222222222222,0.4330708661417323,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_lp_bidir,clean,0.73,1836,1326,510,0.7222222222222222,0.4330708661417323,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_lp_bidir,clean,0.74,1836,1326,510,0.7222222222222222,0.4330708661417323,0.1244343891402715,0.7513077400478765
Qwen2.5-7B,conf_lp_bidir,clean,0.75,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_lp_bidir,clean,0.76,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_lp_bidir,clean,0.77,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_lp_bidir,clean,0.78,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_lp_bidir,clean,0.79,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_lp_bidir,clean,0.8,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_lp_bidir,clean,0.81,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_lp_bidir,clean,0.82,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_lp_bidir,clean,0.83,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_lp_bidir,clean,0.84,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_lp_bidir,clean,0.85,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_lp_bidir,clean,0.86,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_lp_bidir,clean,0.87,1836,1325,511,0.721677559912854,0.4330708661417323,0.12452830188679245,0.751117056094715
Qwen2.5-7B,conf_lp_bidir,clean,0.88,1836,1324,512,0.7211328976034859,0.4330708661417323,0.12462235649546828,0.7509257907986427
Qwen2.5-7B,conf_lp_bidir,clean,0.89,1836,1324,512,0.7211328976034859,0.4330708661417323,0.12462235649546828,0.7509257907986427
Qwen2.5-7B,conf_lp_bidir,clean,0.9,1836,1324,512,0.7211328976034859,0.4330708661417323,0.12462235649546828,0.7509257907986427
Qwen2.5-7B,conf_lp_bidir,clean,0.91,1836,1323,513,0.7205882352941176,0.4304461942257218,0.12396069538926682,0.7522381378692928
Qwen2.5-7B,conf_lp_bidir,clean,0.92,1836,1323,513,0.7205882352941176,0.4304461942257218,0.12396069538926682,0.7522381378692928
Qwen2.5-7B,conf_lp_bidir,clean,0.93,1836,1322,514,0.7200435729847494,0.42782152230971127,0.12329803328290469,0.7535731357825906
Qwen2.5-7B,conf_lp_bidir,clean,0.94,1836,1322,514,0.7200435729847494,0.42782152230971127,0.12329803328290469,0.7535731357825906
Qwen2.5-7B,conf_lp_bidir,clean,0.95,1836,1322,514,0.7200435729847494,0.42782152230971127,0.12329803328290469,0.7535731357825906
Qwen2.5-7B,conf_lp_bidir,clean,0.96,1836,1321,515,0.7194989106753813,0.42782152230971127,0.12339137017411052,0.7533903769528812
Qwen2.5-7B,conf_lp_bidir,clean,0.97,1836,1320,516,0.7189542483660131,0.4251968503937008,0.12272727272727273,0.7547076313181369
Qwen2.5-7B,conf_lp_bidir,clean,0.98,1836,1317,519,0.7173202614379085,0.4225721784776903,0.12224753227031131,0.7556701708051453
Qwen2.5-7B,conf_lp_bidir,clean,0.99,1836,1315,521,0.7162309368191722,0.4225721784776903,0.12243346007604562,0.755290584845273
Qwen2.5-7B,conf_lp_bidir,verbose,0.5,1836,1836,0,1.0,1.0,0.2053376906318083,0.589343136021795
Qwen2.5-7B,conf_lp_bidir,verbose,0.51,1836,1483,353,0.8077342047930284,0.6286472148541115,0.1598111935266352,0.6804364607077166
Qwen2.5-7B,conf_lp_bidir,verbose,0.52,1836,1482,354,0.8071895424836601,0.6286472148541115,0.15991902834008098,0.6802225115398272
Qwen2.5-7B,conf_lp_bidir,verbose,0.53,1836,1482,354,0.8071895424836601,0.6286472148541115,0.15991902834008098,0.6802225115398272
Qwen2.5-7B,conf_lp_bidir,verbose,0.54,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.55,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.56,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.57,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.58,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.59,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.6,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.61,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.62,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.63,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.64,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.65,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.66,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.67,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.68,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.69,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.7,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.71,1836,1479,357,0.8055555555555556,0.6259946949602122,0.15956727518593644,0.6809201505062583
Qwen2.5-7B,conf_lp_bidir,verbose,0.72,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_lp_bidir,verbose,0.73,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_lp_bidir,verbose,0.74,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_lp_bidir,verbose,0.75,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_lp_bidir,verbose,0.76,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_lp_bidir,verbose,0.77,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_lp_bidir,verbose,0.78,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_lp_bidir,verbose,0.79,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_lp_bidir,verbose,0.8,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_lp_bidir,verbose,0.81,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_lp_bidir,verbose,0.82,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_lp_bidir,verbose,0.83,1836,1478,358,0.8050108932461874,0.623342175066313,0.15899864682002707,0.6820632523227607
Qwen2.5-7B,conf_lp_bidir,verbose,0.84,1836,1477,359,0.8044662309368191,0.623342175066313,0.15910629654705485,0.6818493882089173
Qwen2.5-7B,conf_lp_bidir,verbose,0.85,1836,1477,359,0.8044662309368191,0.623342175066313,0.15910629654705485,0.6818493882089173
Qwen2.5-7B,conf_lp_bidir,verbose,0.86,1836,1477,359,0.8044662309368191,0.623342175066313,0.15910629654705485,0.6818493882089173
Qwen2.5-7B,conf_lp_bidir,verbose,0.87,1836,1477,359,0.8044662309368191,0.623342175066313,0.15910629654705485,0.6818493882089173
Qwen2.5-7B,conf_lp_bidir,verbose,0.88,1836,1477,359,0.8044662309368191,0.623342175066313,0.15910629654705485,0.6818493882089173
Qwen2.5-7B,conf_lp_bidir,verbose,0.89,1836,1477,359,0.8044662309368191,0.623342175066313,0.15910629654705485,0.6818493882089173
Qwen2.5-7B,conf_lp_bidir,verbose,0.9,1836,1476,360,0.803921568627451,0.623342175066313,0.15921409214092141,0.681632608105032
Qwen2.5-7B,conf_lp_bidir,verbose,0.91,1836,1475,361,0.8033769063180828,0.623342175066313,0.15932203389830507,0.6814181659428781
Qwen2.5-7B,conf_lp_bidir,verbose,0.92,1836,1475,361,0.8033769063180828,0.623342175066313,0.15932203389830507,0.6814181659428781
Qwen2.5-7B,conf_lp_bidir,verbose,0.93,1836,1475,361,0.8033769063180828,0.623342175066313,0.15932203389830507,0.6814181659428781
Qwen2.5-7B,conf_lp_bidir,verbose,0.94,1836,1475,361,0.8033769063180828,0.623342175066313,0.15932203389830507,0.6814181659428781
Qwen2.5-7B,conf_lp_bidir,verbose,0.95,1836,1475,361,0.8033769063180828,0.623342175066313,0.15932203389830507,0.6814181659428781
Qwen2.5-7B,conf_lp_bidir,verbose,0.96,1836,1475,361,0.8033769063180828,0.623342175066313,0.15932203389830507,0.6814181659428781
Qwen2.5-7B,conf_lp_bidir,verbose,0.97,1836,1473,363,0.8022875816993464,0.6206896551724138,0.15885947046843177,0.6823359617787903
Qwen2.5-7B,conf_lp_bidir,verbose,0.98,1836,1473,363,0.8022875816993464,0.6206896551724138,0.15885947046843177,0.6823359617787903
Qwen2.5-7B,conf_lp_bidir,verbose,0.99,1836,1472,364,0.8017429193899782,0.6206896551724138,0.15896739130434784,0.6821186185715052
Qwen2.5-7B,p_correct_bayesian,clean,0.5,1819,1552,267,0.8532160527762507,0.6349206349206349,0.18041237113402062,0.6373880188515507
Qwen2.5-7B,p_correct_bayesian,clean,0.51,1819,1518,301,0.834524463991204,0.6099773242630385,0.1772068511198946,0.6443503420260974
Qwen2.5-7B,p_correct_bayesian,clean,0.52,1819,1441,378,0.7921935129191864,0.528344671201814,0.16169326856349758,0.6759031434459659
